dates,gdp,real_gdp,cpi,core_cpi,fedfunds,emratio,wti_oil,divisia_m3,gscpi,gov_total,gov_current,total_par,total_market,private_par,private_market
1977.01,0.03327,0.01923,0.01725,0.01596,4.66,57.20,0.000000,0.028837,#N/A,0.01842,0.018831,0.02603,0.01525,0.03492,0.02509
1977.02,0.02998,0.01787,0.01385,0.01425,5.16,57.80,0.044327,0.021446,#N/A,0.01749,0.032486,0.00836,0.00824,-0.00336,-0.00348
1977.03,0.02139,0.00002,0.01463,0.01341,5.82,58.00,0.021784,0.020399,#N/A,0.02911,0.030238,0.02974,0.02311,0.03956,0.03318
1977.04,0.01762,0.00320,0.01696,0.01749,6.51,58.50,0.000000,0.020756,#N/A,0.01961,0.025344,0.03173,0.02450,0.05019,0.04331
1978.01,0.05686,0.03792,0.02259,0.02029,6.76,58.80,0.000000,0.018394,#N/A,0.02741,0.021630,0.02560,0.01898,0.03417,0.02792
1978.02,0.02683,0.01001,0.02300,0.02140,7.28,59.30,0.000000,0.016934,#N/A,0.03731,0.027778,0.01659,0.00792,-0.00060,-0.00903
1978.03,0.03363,0.01335,0.02293,0.02199,8.10,59.40,0.000000,0.011647,#N/A,0.02342,0.025127,0.03131,0.02759,0.02250,0.01865
1978.04,0.01984,0.00179,0.02487,0.02296,9.58,59.80,0.044130,0.004706,#N/A,0.01202,0.014247,0.02152,0.01221,0.04047,0.03149
1979.01,0.02526,0.00107,0.03130,0.02329,10.07,60.00,0.130305,-0.000598,#N/A,0.02959,0.021495,0.00957,0.01022,0.01464,0.01518
1979.02,0.02903,0.00740,0.03170,0.02552,10.18,59.80,0.369377,0.013027,#N/A,0.03673,0.038196,0.01324,0.02427,0.00156,0.01193
1979.03,0.02089,0.00250,0.03113,0.02984,10.95,59.90,0.186677,0.010484,#N/A,0.02627,0.029454,0.02017,-0.00033,0.00868,-0.01141
1979.04,0.02393,0.00314,0.03870,0.03635,13.58,60.00,0.150297,-0.014286,#N/A,0.04719,0.042616,0.02412,0.01579,0.02761,0.01902
1980.01,0.00269,-0.02082,0.03323,0.03296,15.05,59.90,0.097515,-0.009055,#N/A,0.03296,0.041597,0.02400,0.00048,0.03680,0.01401
1980.02,0.02091,-0.00119,0.01855,0.01485,12.69,59.10,-0.043198,0.001536,#N/A,0.03543,0.050113,0.01882,0.07649,0.01055,0.06631
1980.03,0.04420,0.01848,0.02773,0.03061,9.84,58.80,-0.040459,0.041100,#N/A,0.01503,0.026765,0.02698,-0.01585,0.04192,0.00072
1980.04,0.04539,0.01941,0.02721,0.02320,15.85,59.00,0.044942,-0.001925,#N/A,0.05223,0.034275,0.02504,0.01645,0.04458,0.03624
1981.01,0.01219,-0.00744,0.02071,0.02188,16.57,59.20,-0.017789,-0.006293,#N/A,0.01437,0.022502,0.03573,0.03023,0.05362,0.04835
1981.02,0.03054,0.01190,0.02747,0.03327,17.78,59.40,-0.036278,0.002596,#N/A,0.02490,0.037244,0.01169,0.00698,0.00382,-0.00128
1981.03,0.00618,-0.01096,0.01613,0.01920,17.58,59.00,-0.018786,-0.004413,#N/A,0.03572,0.022403,0.02380,0.01239,0.02152,0.00984
1981.04,-0.00198,-0.01566,0.00881,0.01225,13.59,58.50,-0.121114,0.014241,#N/A,0.01830,0.020215,0.03210,0.07459,0.04664,0.08764
1982.01,0.01745,0.00455,0.01438,0.01830,14.23,58.20,0.106574,0.011748,#N/A,0.02425,0.018408,0.03030,0.02757,0.04400,0.04119
1982.02,0.01026,-0.00383,0.01715,0.01663,14.51,58.00,-0.006916,0.007903,#N/A,0.03065,0.034522,0.02052,0.02893,0.01732,0.02540
1982.03,0.01071,0.00040,0.00307,0.00340,11.01,57.70,-0.021336,0.022129,#N/A,0.03017,0.041758,0.04615,0.09511,0.06068,0.10847
1982.04,0.02061,0.01310,0.00071,0.00615,9.29,57.30,-0.132477,0.017281,#N/A,0.01893,0.003711,0.04768,0.06414,0.06836,0.08433
1983.01,0.02990,0.02250,0.01146,0.00986,8.65,57.10,0.029575,0.053839,#N/A,0.00800,0.024989,0.04070,0.04251,0.06026,0.06239
1983.02,0.03036,0.01980,0.00974,0.01236,8.80,57.50,0.032853,-0.036172,#N/A,0.02625,0.013746,0.06022,0.03971,0.04996,0.02994
1983.03,0.02821,0.02065,0.00994,0.01290,9.46,58.20,-0.056376,0.009129,#N/A,0.00810,-0.005662,0.04283,0.03477,0.05003,0.04242
1983.04,0.02943,0.01936,0.01405,0.01371,9.43,58.60,0.012327,0.011785,#N/A,0.01621,0.017897,0.03046,0.03108,0.03504,0.03581
1984.01,0.02566,0.01713,0.00942,0.01227,9.69,59.00,0.005613,0.015258,#N/A,0.02187,0.025814,0.03937,0.02362,0.04879,0.03320
1984.02,0.01844,0.00959,0.00866,0.01241,10.56,59.60,-0.042717,0.013522,#N/A,0.02210,0.018189,0.03150,0.00984,0.02882,0.00727
1984.03,0.01563,0.00817,0.00858,0.01010,11.39,59.70,-0.059101,0.004157,#N/A,0.03119,0.031607,0.04219,0.06825,0.04795,0.07385
1984.04,0.01948,0.00964,0.00917,0.01084,9.27,59.80,-0.013950,0.015401,#N/A,0.01890,0.008862,0.04723,0.07257,0.04058,0.06564
1985.01,0.01518,0.00877,0.00899,0.01054,8.48,60.00,0.029505,0.019977,#N/A,0.02216,0.015218,0.03320,0.02646,0.03587,0.02913
1985.02,0.02117,0.01515,0.00623,0.00879,7.92,60.00,-0.002516,0.017553,#N/A,0.02092,0.018449,0.03586,0.06467,0.03212,0.06138
1985.03,0.01298,0.00741,0.01014,0.01151,7.90,60.10,0.049150,0.022935,#N/A,0.01512,0.011872,0.02656,0.02677,0.02905,0.02955
1985.04,0.01425,0.00929,0.00522,0.01075,8.10,60.40,-0.540613,0.019467,#N/A,0.01282,0.010979,0.05953,0.07729,0.04808,0.06585
1986.01,0.00828,0.00449,-0.00494,0.00825,7.83,60.50,-0.199887,0.020179,#N/A,0.01605,0.025171,0.02811,0.06247,0.03122,0.06611
1986.02,0.01362,0.00952,0.00613,0.00941,6.92,60.60,-0.004320,0.030220,#N/A,0.02638,0.018414,0.03146,0.02303,0.03384,0.02793
1986.03,0.01078,0.00535,0.00699,0.00959,6.21,60.80,0.104061,0.028343,#N/A,0.00007,-0.009356,0.03090,0.03900,0.02635,0.03279
1986.04,0.01376,0.00739,0.01197,0.00803,6.27,60.90,0.170001,0.027649,#N/A,0.01259,0.002529,0.03971,0.03429,0.03736,0.03254
1987.01,0.01763,0.01072,0.01130,0.01197,6.22,61.10,0.060140,0.013356,#N/A,0.01538,0.015155,0.02090,0.00526,0.01979,0.00479
1987.02,0.01618,0.00864,0.01056,0.00931,6.65,61.40,0.051836,0.012154,#N/A,0.00903,0.003424,0.02164,-0.00521,0.01103,-0.01591
1987.03,0.02496,0.01702,0.00923,0.01147,6.84,61.70,-0.088127,0.010487,#N/A,0.01975,0.023318,0.02510,0.00638,0.01951,0.00018
1987.04,0.01297,0.00516,0.00777,0.00969,6.92,61.90,-0.110911,0.006912,#N/A,0.00820,0.016453,0.02927,0.04236,0.02806,0.04175
1988.01,0.02274,0.01305,0.01146,0.01197,6.66,62.00,0.033542,0.012992,#N/A,0.00893,0.000758,0.02332,0.02604,0.01830,0.02120
1988.02,0.01772,0.00584,0.01209,0.01110,7.16,62.20,-0.130889,0.015985,#N/A,0.00697,0.010871,0.02120,0.00360,0.00982,-0.00804
1988.03,0.02185,0.01324,0.01087,0.01201,7.98,62.40,-0.032174,0.004993,#N/A,0.02720,0.027246,0.02348,0.02342,0.02191,0.02216
1988.04,0.02048,0.01011,0.01132,0.01053,8.47,62.60,0.226951,0.006367,#N/A,0.01847,0.016565,0.03008,0.02230,0.02032,0.01303
1989.01,0.01820,0.00760,0.01598,0.01074,9.44,62.90,0.100135,-0.001965,#N/A,0.02022,0.019516,0.02211,0.01510,0.01686,0.00987
1989.02,0.01466,0.00738,0.00782,0.00954,9.73,62.90,-0.056061,-0.001888,#N/A,0.01698,0.015158,0.01898,0.05122,0.01046,0.04382
1989.03,0.00907,0.00197,0.01014,0.01205,9.08,63.00,0.054587,0.009405,#N/A,0.01645,0.014022,0.02559,0.02280,0.02876,0.02590
1989.04,0.02160,0.01087,0.01701,0.01266,8.61,63.00,0.066136,0.012835,#N/A,0.02629,0.025439,0.02936,0.03076,0.02708,0.02844
1990.01,0.01476,0.00362,0.00987,0.01295,8.25,63.20,-0.193433,0.011473,#N/A,0.01734,0.020623,0.02853,0.00788,0.03007,0.00821
1990.02,0.00920,0.00067,0.01710,0.01476,8.24,63.00,0.392344,0.007982,#N/A,0.01306,0.007367,0.03245,0.04156,0.02460,0.03419
1990.03,-0.00173,-0.00914,0.01689,0.01144,8.16,62.70,0.183893,0.011995,#N/A,0.03370,0.015879,0.03265,0.02698,0.03498,0.02821
1990.04,0.00506,-0.00469,0.00745,0.01438,7.74,62.30,-0.380045,0.004085,#N/A,-0.02890,-0.028042,0.03904,0.05635,0.03976,0.05780
1991.01,0.01508,0.00777,0.00592,0.00896,6.43,61.90,-0.048446,0.013591,#N/A,0.03697,0.048918,0.02559,0.02735,0.02355,0.02554
